Date,Soil_Temperature (°C),Soil_Moisture (%),Air_Temperature (°C),Air_Humidity (%),Paddy_Growth_Stage,Recommended_Fertilizer,Quantity_kg_per_acre,Purpose,Sustainability_Note,Predicted_Yield_ton_per_ha,Cost_LKR_per_ha
2025-05-16,23.3,65.4,28.2,77.6,Seedling,Ammonium Sulphate,24.5,Nitrogen and sulphur supply,Avoid chemical overuse; combine with compost.,10.05,3430.0
2025-11-07,25.5,35.0,26.1,83.1,Seedling,Ammonium Sulphate,21.0,Nitrogen and sulphur supply,Ensure soil testing before application.,9.23,2940.0
2025-02-01,22.8,42.8,26.8,85.2,Tillering,Compost Tea,18.9,Enhances microbial activity,Use split application to reduce leaching.,9.42,1512.0
2025-12-15,24.4,75.0,33.8,87.1,Flowering,Boron,5.0,Micronutrient for flower formation,Avoid chemical overuse; combine with compost.,10.47,2500.0
2025-01-27,22.2,47.7,33.6,62.0,Seedling,DAP,21.3,Phosphorus for root development,Maintain irrigation schedule to avoid fertilizer runoff.,9.06,3195.0
2025-05-02,29.0,29.7,35.5,81.2,Panicle Initiation,Potash,24.1,Potassium for stress tolerance,Ensure soil testing before application.,9.24,3856.0
2025-03-29,28.3,74.9,34.8,76.3,Flowering,Boron,5.5,Micronutrient for flower formation,Maintain irrigation schedule to avoid fertilizer runoff.,10.53,2750.0
2025-06-22,25.4,74.5,26.3,90.6,Panicle Initiation,Seaweed Extract,10.0,Growth stimulant and micronutrients,Use split application to reduce leaching.,10.73,2500.0
2025-10-20,24.0,56.7,26.2,69.3,Flowering,Zinc Sulphate,10.5,Improves grain quality and resistance,Prefer organic alternatives where possible.,9.34,3150.0
2025-07-24,24.5,30.5,35.4,65.1,Flowering,Zinc Sulphate,11.2,Improves grain quality and resistance,Avoid chemical overuse; combine with compost.,8.5,3360.0
2025-04-17,32.0,50.0,26.9,61.1,Seedling,Ammonium Sulphate,22.9,Nitrogen and sulphur supply,Use split application to reduce leaching.,9.51,3206.0
2025-02-28,25.0,38.0,28.5,65.4,Panicle Initiation,Potash,21.7,Potassium for stress tolerance,Maintain irrigation schedule to avoid fertilizer runoff.,8.87,3472.0
2025-07-19,28.0,65.4,33.2,62.3,Tillering,Organic Compost,26.7,Improves soil structure and moisture retention,Ensure soil testing before application.,10.29,1335.0
2025-05-09,27.8,25.7,32.7,85.3,Tillering,Urea,36.8,Nitrogen boost for vegetative growth,Maintain irrigation schedule to avoid fertilizer runoff.,9.49,4416.0
2025-02-25,23.8,72.0,32.5,91.4,Panicle Initiation,Seaweed Extract,8.5,Growth stimulant and micronutrients,Use split application to reduce leaching.,10.6,2125.0
2025-04-10,23.5,50.6,33.9,77.9,Seedling,Urea,27.5,Nitrogen boost for vegetative growth,Use split application to reduce leaching.,9.69,3300.0
2025-03-11,31.0,41.6,33.1,77.0,Tillering,MOP,22.6,Potassium for stem and disease resistance,Prefer organic alternatives where possible.,9.89,2938.0
2025-07-15,24.7,66.5,27.7,74.9,Seedling,Calcium Nitrate,17.7,Calcium and nitrate supply for strong stems,Prefer organic alternatives where possible.,9.92,3540.0
2025-01-16,23.0,61.2,33.1,77.1,Seedling,Ammonium Sulphate,19.7,Nitrogen and sulphur supply,Use split application to reduce leaching.,9.9,2758.0
2025-10-02,23.8,52.0,29.7,68.9,Seedling,Urea,27.9,Nitrogen boost for vegetative growth,Ensure soil testing before application.,9.6,3348.0
2025-11-06,24.6,66.8,32.8,61.4,Harvest,Green Manure,19.2,Nitrogen enrichment from legumes,Maintain irrigation schedule to avoid fertilizer runoff.,10.19,576.0
2025-01-18,29.9,28.9,29.0,85.6,Flowering,Boron,5.0,Micronutrient for flower formation,Ensure soil testing before application.,8.65,2500.0
2025-01-18,27.9,61.0,34.0,88.4,Flowering,Iron Chelate,8.3,Iron supply to prevent chlorosis,Ensure soil testing before application.,10.31,3735.0
2025-12-14,32.1,31.5,34.6,93.3,Tillering,Urea,37.5,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,9.97,4500.0
2025-02-17,31.8,30.2,29.2,91.4,Flowering,Copper Sulphate,6.6,Micronutrient for enzyme activation,Prefer organic alternatives where possible.,8.97,2640.0
2025-10-31,26.3,73.0,26.9,88.8,Tillering,Biochar,22.9,Improves soil fertility and carbon retention,Avoid chemical overuse; combine with compost.,10.76,2290.0
2025-02-07,29.8,35.8,35.8,73.3,Harvest,Organic Compost,16.4,Improves soil structure and moisture retention,Use split application to reduce leaching.,9.15,820.0
2025-02-07,25.6,52.4,30.3,65.8,Flowering,MOP,25.5,Potassium for stem and disease resistance,Use split application to reduce leaching.,9.78,3315.0
2025-06-15,26.0,70.0,32.0,89.9,Flowering,Copper Sulphate,6.5,Micronutrient for enzyme activation,Use split application to reduce leaching.,10.54,2600.0
2025-11-07,26.1,68.3,28.8,92.1,Tillering,MOP,22.6,Potassium for stem and disease resistance,Use split application to reduce leaching.,10.7,2938.0
2025-11-16,23.4,41.3,31.9,84.0,Tillering,MOP,18.2,Potassium for stem and disease resistance,Ensure soil testing before application.,9.43,2366.0
2025-06-06,25.7,64.3,28.6,62.9,Flowering,MOP,25.4,Potassium for stem and disease resistance,Ensure soil testing before application.,10.04,3302.0
2025-01-03,30.6,39.1,33.0,67.7,Tillering,MOP,21.8,Potassium for stem and disease resistance,Use split application to reduce leaching.,9.22,2834.0
2025-06-26,26.7,44.9,27.0,93.5,Seedling,Ammonium Sulphate,20.7,Nitrogen and sulphur supply,Use split application to reduce leaching.,9.59,2898.0
2025-11-22,24.1,25.1,28.1,65.7,Seedling,Ammonium Sulphate,21.1,Nitrogen and sulphur supply,Maintain irrigation schedule to avoid fertilizer runoff.,8.12,2954.0
2025-12-05,25.7,60.8,32.0,77.4,Harvest,Organic Compost,14.4,Improves soil structure and moisture retention,Prefer organic alternatives where possible.,9.94,720.0
2025-07-12,22.2,45.0,33.3,68.7,Panicle Initiation,Urea,21.3,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,9.11,2556.0
2025-08-16,32.0,61.9,28.9,81.6,Panicle Initiation,Seaweed Extract,9.3,Growth stimulant and micronutrients,Use split application to reduce leaching.,10.09,2325.0
2025-02-02,28.7,62.1,30.1,73.2,Panicle Initiation,Seaweed Extract,9.2,Growth stimulant and micronutrients,Ensure soil testing before application.,9.97,2300.0
2025-01-16,32.3,40.0,35.6,95.0,Seedling,DAP,20.8,Phosphorus for root development,Avoid chemical overuse; combine with compost.,9.97,3120.0
2025-07-13,27.5,32.5,34.9,68.8,Panicle Initiation,Humic Acid,13.2,Soil conditioner and nutrient uptake,Prefer organic alternatives where possible.,8.67,2904.0
2025-02-10,29.8,73.1,32.5,76.9,Tillering,Organic Compost,34.5,Improves soil structure and moisture retention,Avoid chemical overuse; combine with compost.,11.13,1725.0
2025-03-09,23.1,66.4,29.4,72.0,Harvest,Phosphate Rock,16.4,Slow-release phosphorus,Ensure soil testing before application.,9.92,1476.0
2025-11-28,30.1,32.3,29.3,79.4,Seedling,Ammonium Sulphate,21.8,Nitrogen and sulphur supply,Avoid chemical overuse; combine with compost.,9.32,3052.0
2025-02-24,27.5,65.2,28.8,85.9,Tillering,Compost Tea,17.7,Enhances microbial activity,Maintain irrigation schedule to avoid fertilizer runoff.,10.52,1416.0
2025-12-06,31.6,26.4,36.0,71.4,Panicle Initiation,Seaweed Extract,11.2,Growth stimulant and micronutrients,Prefer organic alternatives where possible.,8.8,2800.0
2025-12-25,22.9,56.1,33.6,73.6,Tillering,Organic Compost,27.3,Improves soil structure and moisture retention,Use split application to reduce leaching.,9.86,1365.0
2025-11-10,29.8,62.1,33.7,60.2,Flowering,Zinc Sulphate,10.7,Improves grain quality and resistance,Ensure soil testing before application.,9.86,3210.0
2025-10-03,25.0,36.7,32.0,63.9,Tillering,MOP,22.3,Potassium for stem and disease resistance,Ensure soil testing before application.,8.9,2899.0
2025-02-25,24.9,33.4,35.4,61.2,Seedling,Urea,23.8,Nitrogen boost for vegetative growth,Maintain irrigation schedule to avoid fertilizer runoff.,9.02,2856.0
2025-02-20,25.4,64.8,26.2,89.3,Panicle Initiation,Seaweed Extract,11.4,Growth stimulant and micronutrients,Maintain irrigation schedule to avoid fertilizer runoff.,10.34,2850.0
2025-09-14,33.2,57.0,26.1,75.7,Seedling,Urea,26.0,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,10.45,3120.0
2025-09-16,27.6,72.8,34.1,75.0,Harvest,Organic Compost,13.7,Improves soil structure and moisture retention,Ensure soil testing before application.,10.7,685.0
2025-03-26,33.7,31.2,36.0,75.6,Harvest,Organic Compost,16.4,Improves soil structure and moisture retention,Use split application to reduce leaching.,9.5,820.0
2025-10-18,24.3,39.7,26.0,89.9,Tillering,Biochar,25.7,Improves soil fertility and carbon retention,Avoid chemical overuse; combine with compost.,9.58,2570.0
2025-12-11,33.1,32.7,30.2,66.2,Panicle Initiation,DAP,25.4,Phosphorus for root development,Ensure soil testing before application.,9.02,3810.0
2025-06-13,22.5,38.2,31.4,92.5,Flowering,MOP,26.4,Potassium for stem and disease resistance,Avoid chemical overuse; combine with compost.,9.61,3432.0
2025-11-15,32.1,39.4,34.4,66.5,Harvest,Green Manure,19.8,Nitrogen enrichment from legumes,Maintain irrigation schedule to avoid fertilizer runoff.,9.58,594.0
2025-11-10,32.1,68.1,32.2,81.2,Flowering,Zinc Sulphate,10.2,Improves grain quality and resistance,Prefer organic alternatives where possible.,10.61,3060.0
2025-08-31,22.1,73.0,30.4,78.9,Seedling,Urea,25.4,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,10.58,3048.0
2025-10-22,32.3,39.2,34.9,63.9,Seedling,Calcium Nitrate,18.9,Calcium and nitrate supply for strong stems,Avoid chemical overuse; combine with compost.,9.56,3780.0
2025-01-08,24.9,73.4,30.0,91.4,Seedling,Magnesium Sulphate,12.9,Magnesium for chlorophyll synthesis,Maintain irrigation schedule to avoid fertilizer runoff.,10.63,2322.0
2025-01-31,23.2,40.7,36.0,66.5,Harvest,Organic Compost,16.3,Improves soil structure and moisture retention,Ensure soil testing before application.,9.11,815.0
2025-10-09,28.2,70.8,30.2,94.7,Flowering,Boron,4.4,Micronutrient for flower formation,Use split application to reduce leaching.,10.82,2200.0
2025-04-23,27.4,58.1,32.8,83.9,Flowering,Copper Sulphate,7.0,Micronutrient for enzyme activation,Prefer organic alternatives where possible.,10.08,2800.0
2025-11-03,23.0,74.4,27.6,73.2,Tillering,Compost Tea,22.5,Enhances microbial activity,Ensure soil testing before application.,10.35,1800.0
2025-06-15,26.3,34.0,32.2,70.5,Seedling,Calcium Nitrate,19.1,Calcium and nitrate supply for strong stems,Ensure soil testing before application.,8.88,3820.0
2025-05-05,30.1,73.6,32.9,74.5,Panicle Initiation,Potash,25.1,Potassium for stress tolerance,Prefer organic alternatives where possible.,10.73,4016.0
2025-03-25,33.5,30.8,33.9,80.6,Panicle Initiation,Seaweed Extract,8.6,Growth stimulant and micronutrients,Use split application to reduce leaching.,9.11,2150.0
2025-09-04,26.0,53.6,33.2,87.4,Tillering,Urea,33.8,Nitrogen boost for vegetative growth,Ensure soil testing before application.,10.22,4056.0
2025-07-12,26.2,71.9,35.1,91.8,Panicle Initiation,Potash,24.3,Potassium for stress tolerance,Use split application to reduce leaching.,10.91,3888.0
2025-07-27,25.7,29.2,33.5,61.6,Panicle Initiation,Seaweed Extract,10.7,Growth stimulant and micronutrients,Maintain irrigation schedule to avoid fertilizer runoff.,8.53,2675.0
2025-09-24,24.9,53.8,29.8,80.4,Flowering,MOP,23.5,Potassium for stem and disease resistance,Use split application to reduce leaching.,9.77,3055.0
2025-12-23,26.5,34.1,28.5,71.9,Panicle Initiation,Urea,18.9,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,8.8,2268.0
2025-04-11,28.2,25.3,28.8,78.0,Harvest,Phosphate Rock,18.1,Slow-release phosphorus,Prefer organic alternatives where possible.,8.62,1629.0
2025-08-03,33.5,42.9,31.5,87.8,Panicle Initiation,Humic Acid,13.5,Soil conditioner and nutrient uptake,Avoid chemical overuse; combine with compost.,9.81,2970.0
2025-06-26,26.0,49.2,29.6,67.5,Seedling,Urea,22.9,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,9.31,2748.0
2025-08-08,27.8,30.0,30.9,73.3,Seedling,Ammonium Sulphate,18.9,Nitrogen and sulphur supply,Maintain irrigation schedule to avoid fertilizer runoff.,9.06,2646.0
2025-02-03,27.8,57.1,31.2,60.4,Tillering,MOP,21.7,Potassium for stem and disease resistance,Ensure soil testing before application.,9.58,2821.0
2025-06-11,24.9,30.1,30.2,61.6,Tillering,Urea,33.0,Nitrogen boost for vegetative growth,Avoid chemical overuse; combine with compost.,8.74,3960.0
2025-05-24,31.1,27.0,28.1,70.1,Flowering,Zinc Sulphate,10.6,Improves grain quality and resistance,Maintain irrigation schedule to avoid fertilizer runoff.,8.75,3180.0
2025-09-21,32.7,53.9,29.3,78.4,Harvest,Phosphate Rock,18.8,Slow-release phosphorus,Prefer organic alternatives where possible.,10.25,1692.0
2025-03-16,22.7,26.2,33.3,67.4,Seedling,Calcium Nitrate,17.9,Calcium and nitrate supply for strong stems,Avoid chemical overuse; combine with compost.,8.41,3580.0
2025-03-26,29.1,59.2,26.7,79.4,Seedling,Ammonium Sulphate,21.9,Nitrogen and sulphur supply,Maintain irrigation schedule to avoid fertilizer runoff.,10.03,3066.0
2025-09-07,23.4,56.8,31.6,71.7,Harvest,Phosphate Rock,17.6,Slow-release phosphorus,Prefer organic alternatives where possible.,9.78,1584.0
2025-08-16,26.4,32.7,27.9,82.0,Flowering,MOP,28.3,Potassium for stem and disease resistance,Use split application to reduce leaching.,9.23,3679.0
2025-12-08,29.7,30.2,26.8,73.1,Panicle Initiation,Potash,19.6,Potassium for stress tolerance,Use split application to reduce leaching.,8.78,3136.0
2025-03-13,33.8,52.0,30.7,77.6,Seedling,Calcium Nitrate,18.8,Calcium and nitrate supply for strong stems,Use split application to reduce leaching.,10.2,3760.0
2025-04-05,33.6,44.2,34.5,93.6,Tillering,MOP,22.1,Potassium for stem and disease resistance,Ensure soil testing before application.,10.19,2873.0
2025-09-22,24.6,63.0,28.3,76.3,Flowering,Copper Sulphate,7.0,Micronutrient for enzyme activation,Ensure soil testing before application.,9.66,2800.0
2025-03-25,23.2,72.1,28.0,89.6,Flowering,Iron Chelate,6.9,Iron supply to prevent chlorosis,Prefer organic alternatives where possible.,10.21,3105.0
2025-02-13,30.5,47.1,27.7,64.1,Flowering,Iron Chelate,8.8,Iron supply to prevent chlorosis,Ensure soil testing before application.,9.2,3960.0
2025-11-08,25.5,69.4,35.1,75.0,Flowering,Boron,4.8,Micronutrient for flower formation,Ensure soil testing before application.,10.14,2400.0
2025-06-29,33.5,26.8,32.3,73.6,Flowering,Copper Sulphate,6.2,Micronutrient for enzyme activation,Avoid chemical overuse; combine with compost.,8.64,2480.0
2025-07-13,25.1,32.2,30.1,79.5,Flowering,Boron,5.6,Micronutrient for flower formation,Ensure soil testing before application.,8.65,2800.0
2025-09-13,32.0,60.3,31.6,83.8,Panicle Initiation,DAP,26.2,Phosphorus for root development,Prefer organic alternatives where possible.,10.76,3930.0
2025-08-10,27.1,74.4,31.3,82.5,Tillering,Organic Compost,29.9,Improves soil structure and moisture retention,Use split application to reduce leaching.,10.94,1495.0
2025-08-22,33.6,44.5,32.4,61.6,Seedling,Urea,28.0,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,9.87,3360.0
2025-12-09,27.3,39.7,35.1,72.9,Tillering,Compost Tea,21.2,Enhances microbial activity,Ensure soil testing before application.,9.5,1696.0
2025-04-27,31.7,62.7,29.2,76.1,Seedling,Calcium Nitrate,20.2,Calcium and nitrate supply for strong stems,Use split application to reduce leaching.,10.47,4040.0
2025-08-23,32.8,43.9,32.3,92.0,Flowering,Copper Sulphate,7.4,Micronutrient for enzyme activation,Maintain irrigation schedule to avoid fertilizer runoff.,9.87,2960.0
2025-08-02,25.5,63.5,34.3,74.2,Seedling,Calcium Nitrate,20.0,Calcium and nitrate supply for strong stems,Maintain irrigation schedule to avoid fertilizer runoff.,10.07,4000.0
2025-11-14,23.7,43.9,34.5,87.4,Seedling,Urea,23.8,Nitrogen boost for vegetative growth,Use split application to reduce leaching.,9.5,2856.0
2025-12-13,26.0,59.8,33.4,74.1,Panicle Initiation,DAP,26.5,Phosphorus for root development,Use split application to reduce leaching.,10.37,3975.0
2025-09-14,26.7,66.9,30.1,80.6,Seedling,Urea,26.0,Nitrogen boost for vegetative growth,Ensure soil testing before application.,10.66,3120.0
2025-06-29,26.1,40.5,31.3,90.3,Seedling,Calcium Nitrate,17.0,Calcium and nitrate supply for strong stems,Prefer organic alternatives where possible.,9.57,3400.0
2025-02-01,31.4,42.2,32.6,80.6,Panicle Initiation,DAP,21.9,Phosphorus for root development,Use split application to reduce leaching.,9.93,3285.0
2025-02-12,30.3,46.6,29.5,80.2,Panicle Initiation,DAP,23.8,Phosphorus for root development,Ensure soil testing before application.,9.91,3570.0
2025-11-15,32.6,35.3,28.6,76.3,Flowering,Boron,4.7,Micronutrient for flower formation,Avoid chemical overuse; combine with compost.,9.04,2350.0
2025-12-18,28.4,43.7,35.3,74.9,Flowering,Boron,5.4,Micronutrient for flower formation,Ensure soil testing before application.,9.5,2700.0
2025-10-15,26.9,30.1,27.3,69.4,Tillering,Compost Tea,21.1,Enhances microbial activity,Maintain irrigation schedule to avoid fertilizer runoff.,8.85,1688.0
2025-09-13,29.9,34.8,26.7,81.4,Tillering,Urea,33.5,Nitrogen boost for vegetative growth,Use split application to reduce leaching.,9.63,4020.0
2025-03-26,28.1,43.4,26.5,94.1,Flowering,Iron Chelate,9.1,Iron supply to prevent chlorosis,Prefer organic alternatives where possible.,9.62,4095.0
2025-06-27,31.2,26.8,28.9,87.7,Harvest,Organic Compost,13.6,Improves soil structure and moisture retention,Ensure soil testing before application.,9.17,680.0
2025-08-24,28.3,59.0,28.6,74.9,Flowering,Zinc Sulphate,10.8,Improves grain quality and resistance,Prefer organic alternatives where possible.,9.7,3240.0
2025-05-18,30.1,35.3,26.6,67.8,Seedling,Magnesium Sulphate,13.2,Magnesium for chlorophyll synthesis,Avoid chemical overuse; combine with compost.,8.69,2376.0
2025-08-15,30.8,45.7,27.4,68.8,Seedling,Urea,23.8,Nitrogen boost for vegetative growth,Avoid chemical overuse; combine with compost.,9.45,2856.0
2025-04-06,30.2,28.0,27.0,92.6,Harvest,Organic Compost,14.2,Improves soil structure and moisture retention,Use split application to reduce leaching.,9.15,710.0
2025-01-12,25.5,44.6,30.1,88.1,Harvest,Phosphate Rock,19.6,Slow-release phosphorus,Use split application to reduce leaching.,9.48,1764.0
2025-10-20,33.0,71.9,33.0,75.0,Tillering,Biochar,21.7,Improves soil fertility and carbon retention,Use split application to reduce leaching.,10.81,2170.0
2025-07-20,32.4,69.3,34.7,72.1,Harvest,Phosphate Rock,19.9,Slow-release phosphorus,Prefer organic alternatives where possible.,10.75,1791.0
2025-06-14,33.2,49.7,29.6,72.7,Tillering,Organic Compost,27.8,Improves soil structure and moisture retention,Ensure soil testing before application.,10.17,1390.0
2025-07-08,24.1,48.1,29.7,78.4,Seedling,Magnesium Sulphate,16.8,Magnesium for chlorophyll synthesis,Use split application to reduce leaching.,9.25,3024.0
2025-07-30,28.8,59.5,32.4,70.6,Seedling,Urea,27.4,Nitrogen boost for vegetative growth,Ensure soil testing before application.,10.3,3288.0
2025-10-16,26.3,72.1,30.5,69.5,Panicle Initiation,Seaweed Extract,9.7,Growth stimulant and micronutrients,Prefer organic alternatives where possible.,10.25,2425.0
2025-01-12,26.9,27.4,35.7,65.2,Panicle Initiation,Humic Acid,17.1,Soil conditioner and nutrient uptake,Prefer organic alternatives where possible.,8.64,3762.0
2025-10-12,26.4,54.0,28.9,81.5,Harvest,Phosphate Rock,16.0,Slow-release phosphorus,Ensure soil testing before application.,9.84,1440.0
2025-05-05,27.2,49.2,32.1,76.0,Tillering,Organic Compost,30.7,Improves soil structure and moisture retention,Ensure soil testing before application.,9.77,1535.0
2025-08-16,25.9,57.1,26.4,64.7,Tillering,Compost Tea,19.9,Enhances microbial activity,Use split application to reduce leaching.,9.75,1592.0
2025-02-06,27.3,66.3,30.3,67.6,Harvest,Phosphate Rock,20.4,Slow-release phosphorus,Prefer organic alternatives where possible.,10.03,1836.0
2025-04-22,30.0,47.7,29.5,88.8,Panicle Initiation,Seaweed Extract,9.9,Growth stimulant and micronutrients,Prefer organic alternatives where possible.,9.79,2475.0
2025-04-22,26.9,51.2,31.3,62.6,Seedling,Urea,23.8,Nitrogen boost for vegetative growth,Maintain irrigation schedule to avoid fertilizer runoff.,9.57,2856.0
2025-01-18,28.1,42.6,35.8,73.9,Flowering,Iron Chelate,7.0,Iron supply to prevent chlorosis,Ensure soil testing before application.,9.43,3150.0
2025-03-16,24.1,69.7,30.7,65.5,Flowering,Iron Chelate,7.0,Iron supply to prevent chlorosis,Prefer organic alternatives where possible.,9.69,3150.0
2025-10-28,33.0,52.9,32.1,67.8,Seedling,Calcium Nitrate,20.6,Calcium and nitrate supply for strong stems,Prefer organic alternatives where possible.,10.11,4120.0
2025-06-20,30.9,67.2,27.1,66.6,Harvest,Green Manure,17.6,Nitrogen enrichment from legumes,Maintain irrigation schedule to avoid fertilizer runoff.,10.27,528.0
2025-09-25,24.1,68.2,33.5,90.5,Harvest,Green Manure,22.6,Nitrogen enrichment from legumes,Use split application to reduce leaching.,10.8,678.0
2025-07-04,23.2,50.8,29.6,94.8,Panicle Initiation,DAP,23.5,Phosphorus for root development,Maintain irrigation schedule to avoid fertilizer runoff.,10.0,3525.0
2025-05-22,28.9,32.1,33.4,93.2,Flowering,Boron,4.9,Micronutrient for flower formation,Prefer organic alternatives where possible.,8.99,2450.0
2025-09-10,32.1,66.8,29.4,88.8,Harvest,Phosphate Rock,18.9,Slow-release phosphorus,Maintain irrigation schedule to avoid fertilizer runoff.,11.0,1701.0
2025-03-03,26.4,34.7,27.5,91.8,Harvest,Organic Compost,13.3,Improves soil structure and moisture retention,Ensure soil testing before application.,9.0,665.0
2025-01-17,27.6,64.1,34.0,70.6,Flowering,Zinc Sulphate,8.9,Improves grain quality and resistance,Prefer organic alternatives where possible.,10.04,2670.0
2025-05-11,26.1,33.8,29.4,86.0,Panicle Initiation,Urea,19.8,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,9.19,2376.0
2025-05-05,28.9,65.7,28.7,62.6,Seedling,Calcium Nitrate,19.2,Calcium and nitrate supply for strong stems,Ensure soil testing before application.,10.05,3840.0
2025-04-06,27.5,39.5,28.5,80.7,Panicle Initiation,Seaweed Extract,10.7,Growth stimulant and micronutrients,Prefer organic alternatives where possible.,9.26,2675.0
2025-08-09,22.2,70.5,27.7,87.4,Harvest,Green Manure,19.9,Nitrogen enrichment from legumes,Ensure soil testing before application.,10.25,597.0
2025-06-21,22.4,30.0,33.9,60.9,Seedling,Calcium Nitrate,18.9,Calcium and nitrate supply for strong stems,Avoid chemical overuse; combine with compost.,8.49,3780.0
2025-09-17,26.8,67.2,27.3,83.5,Flowering,Zinc Sulphate,11.2,Improves grain quality and resistance,Use split application to reduce leaching.,10.21,3360.0
2025-03-27,22.8,52.4,27.3,79.8,Panicle Initiation,Humic Acid,13.4,Soil conditioner and nutrient uptake,Ensure soil testing before application.,9.48,2948.0
2025-06-19,24.7,64.1,30.1,60.5,Flowering,Iron Chelate,7.8,Iron supply to prevent chlorosis,Prefer organic alternatives where possible.,9.48,3510.0
2025-10-18,24.2,36.6,32.5,70.9,Seedling,Calcium Nitrate,20.7,Calcium and nitrate supply for strong stems,Prefer organic alternatives where possible.,8.86,4140.0
2025-03-29,33.0,49.8,34.6,90.2,Flowering,Boron,5.7,Micronutrient for flower formation,Use split application to reduce leaching.,9.94,2850.0
2025-09-07,25.5,27.1,26.7,89.1,Flowering,Boron,4.6,Micronutrient for flower formation,Use split application to reduce leaching.,8.57,2300.0
2025-08-10,30.2,26.0,32.0,62.2,Flowering,Copper Sulphate,6.1,Micronutrient for enzyme activation,Maintain irrigation schedule to avoid fertilizer runoff.,8.32,2440.0
2025-12-17,30.7,74.2,34.5,62.6,Seedling,Ammonium Sulphate,23.2,Nitrogen and sulphur supply,Use split application to reduce leaching.,10.65,3248.0
2025-04-20,30.0,67.9,27.8,89.7,Seedling,Magnesium Sulphate,14.4,Magnesium for chlorophyll synthesis,Ensure soil testing before application.,10.63,2592.0
2025-03-30,33.8,69.9,27.7,90.8,Flowering,Boron,4.5,Micronutrient for flower formation,Ensure soil testing before application.,10.72,2250.0
2025-12-19,22.2,70.4,32.2,75.7,Flowering,Boron,4.7,Micronutrient for flower formation,Maintain irrigation schedule to avoid fertilizer runoff.,10.06,2350.0
2025-09-09,27.8,69.5,27.4,75.0,Seedling,Ammonium Sulphate,19.7,Nitrogen and sulphur supply,Maintain irrigation schedule to avoid fertilizer runoff.,10.37,2758.0
2025-08-27,25.4,25.1,26.4,69.3,Tillering,Biochar,27.0,Improves soil fertility and carbon retention,Ensure soil testing before application.,8.58,2700.0
2025-03-31,27.1,30.2,26.8,66.3,Tillering,Biochar,23.3,Improves soil fertility and carbon retention,Maintain irrigation schedule to avoid fertilizer runoff.,8.76,2330.0
2025-08-02,23.0,70.1,29.9,67.9,Flowering,Copper Sulphate,6.2,Micronutrient for enzyme activation,Prefer organic alternatives where possible.,9.76,2480.0
2025-10-08,23.2,40.3,29.8,81.9,Panicle Initiation,Urea,17.2,Nitrogen boost for vegetative growth,Use split application to reduce leaching.,9.23,2064.0
2025-04-27,28.3,54.7,29.7,87.9,Flowering,Copper Sulphate,6.7,Micronutrient for enzyme activation,Use split application to reduce leaching.,10.06,2680.0
2025-09-07,25.3,61.7,31.3,75.4,Panicle Initiation,Seaweed Extract,10.0,Growth stimulant and micronutrients,Avoid chemical overuse; combine with compost.,9.76,2500.0
2025-02-09,26.2,48.0,28.8,69.8,Seedling,Ammonium Sulphate,23.0,Nitrogen and sulphur supply,Avoid chemical overuse; combine with compost.,9.55,3220.0
2025-07-20,29.1,46.5,29.8,62.4,Seedling,DAP,21.0,Phosphorus for root development,Ensure soil testing before application.,9.33,3150.0
2025-07-21,33.6,63.3,27.3,81.3,Seedling,Calcium Nitrate,18.8,Calcium and nitrate supply for strong stems,Ensure soil testing before application.,10.56,3760.0
2025-03-08,29.4,25.3,33.1,66.6,Tillering,Biochar,27.3,Improves soil fertility and carbon retention,Use split application to reduce leaching.,8.66,2730.0
2025-08-22,24.6,70.8,30.0,63.4,Harvest,Phosphate Rock,20.2,Slow-release phosphorus,Use split application to reduce leaching.,9.98,1818.0
2025-04-26,32.0,26.8,26.9,79.9,Seedling,Magnesium Sulphate,15.2,Magnesium for chlorophyll synthesis,Ensure soil testing before application.,9.01,2736.0
2025-07-05,32.8,68.3,26.7,69.4,Harvest,Green Manure,22.5,Nitrogen enrichment from legumes,Maintain irrigation schedule to avoid fertilizer runoff.,10.5,675.0
2025-08-02,32.5,65.3,30.0,85.5,Panicle Initiation,Seaweed Extract,9.1,Growth stimulant and micronutrients,Ensure soil testing before application.,10.41,2275.0
2025-03-10,22.9,45.3,35.1,81.5,Harvest,Green Manure,19.4,Nitrogen enrichment from legumes,Avoid chemical overuse; combine with compost.,9.44,582.0
2025-05-25,29.3,66.3,26.4,75.9,Flowering,Copper Sulphate,7.1,Micronutrient for enzyme activation,Ensure soil testing before application.,10.13,2840.0
2025-06-30,25.3,60.5,32.2,85.6,Seedling,Urea,25.4,Nitrogen boost for vegetative growth,Avoid chemical overuse; combine with compost.,10.22,3048.0
2025-04-15,25.7,26.2,33.6,83.7,Seedling,Calcium Nitrate,17.3,Calcium and nitrate supply for strong stems,Prefer organic alternatives where possible.,8.93,3460.0
